,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
1552,106999,Male,Loyal Customer,41,Personal Travel,Eco,937,3,5,3,3,4,3,4,4,4,5,5,3,5,4,7,0
1553,51460,Male,Loyal Customer,8,Personal Travel,Eco Plus,266,1,3,1,2,3,1,3,3,3,1,2,1,2,3,0,0
1554,41763,Female,Loyal Customer,43,Personal Travel,Eco,491,3,3,3,1,4,2,3,5,5,3,5,4,5,4,0,0
1555,123276,Male,Loyal Customer,22,Personal Travel,Eco,468,2,5,2,2,5,2,5,5,2,3,4,3,3,5,0,0
1556,89112,Female,Loyal Customer,52,Business travel,Business,1947,4,2,2,2,1,3,3,4,4,4,4,2,4,1,31,12
1557,25845,Female,Loyal Customer,54,Business travel,Business,2201,2,2,2,2,4,4,5,4,4,4,4,3,4,4,0,0
1558,61393,Male,Loyal Customer,46,Business travel,Business,1699,5,1,3,1,2,3,2,5,5,4,5,3,5,4,0,0
1559,17104,Male,Loyal Customer,51,Personal Travel,Eco,416,2,4,2,4,4,2,1,4,4,4,2,4,3,4,0,0
1560,85863,Male,disloyal Customer,23,Business travel,Eco,920,4,4,4,3,4,4,4,4,5,4,3,5,4,4,9,3
1561,52230,Female,disloyal Customer,46,Business travel,Eco,370,0,5,0,5,2,0,2,2,4,3,4,4,5,2,0,0
1562,63636,Female,Loyal Customer,30,Business travel,Eco,602,3,3,3,3,3,3,3,3,3,3,4,1,4,3,0,0
1563,8124,Female,disloyal Customer,21,Business travel,Eco,335,2,5,2,2,3,2,3,3,5,5,4,3,5,3,0,0
1564,29363,Male,Loyal Customer,50,Business travel,Business,2409,2,2,2,2,4,4,4,1,4,5,5,4,1,4,67,82
1565,984,Male,Loyal Customer,37,Business travel,Business,2329,3,3,2,3,1,1,5,4,4,5,4,4,4,1,0,0
1566,18308,Female,Loyal Customer,45,Personal Travel,Business,549,1,5,1,3,1,1,1,5,4,5,4,1,5,1,170,155
1567,117293,Male,Loyal Customer,60,Business travel,Business,1760,3,3,3,3,4,4,4,4,4,4,4,3,4,3,1,0
1568,125027,Female,disloyal Customer,24,Business travel,Eco,184,3,3,3,3,1,3,5,1,4,4,3,1,3,1,0,0
1569,127739,Female,Loyal Customer,53,Business travel,Business,255,0,0,0,2,5,4,4,3,3,3,3,5,3,5,51,45
1570,29104,Male,Loyal Customer,48,Personal Travel,Eco,956,3,4,3,1,5,3,5,5,5,4,4,4,4,5,0,5
1571,6408,Male,Loyal Customer,43,Personal Travel,Eco,315,3,4,4,1,2,4,2,2,1,5,5,4,3,2,0,1
1572,30558,Male,disloyal Customer,26,Business travel,Business,628,2,2,2,4,5,2,5,5,5,2,4,4,5,5,0,0
1573,87346,Female,disloyal Customer,65,Business travel,Business,425,4,4,4,5,4,4,4,4,3,2,4,5,5,4,19,2
1574,119990,Female,Loyal Customer,62,Personal Travel,Eco Plus,1009,2,3,2,4,3,4,1,5,5,2,5,4,5,5,0,0
1575,65797,Male,disloyal Customer,28,Business travel,Business,1389,4,4,4,1,5,4,5,5,3,3,5,3,4,5,0,0
1576,112003,Female,disloyal Customer,51,Business travel,Eco Plus,533,3,3,3,3,5,3,5,5,1,5,4,4,4,5,0,0
1577,102378,Female,disloyal Customer,43,Business travel,Eco,223,1,0,1,1,5,1,5,5,3,4,5,1,4,5,0,0
1578,19449,Female,Loyal Customer,43,Business travel,Eco,363,1,5,5,5,4,3,4,2,2,1,2,2,2,4,28,30
1579,12070,Male,Loyal Customer,20,Personal Travel,Eco,351,5,5,5,5,3,5,3,3,5,3,5,5,5,3,0,0
1580,15231,Male,Loyal Customer,43,Business travel,Eco,445,2,5,5,5,2,2,2,2,1,4,2,3,3,2,47,50
1581,88544,Male,Loyal Customer,15,Personal Travel,Eco,270,3,2,5,2,1,5,1,1,3,2,3,4,2,1,7,5
1582,83549,Male,Loyal Customer,40,Personal Travel,Eco Plus,1121,2,4,2,1,5,2,5,5,4,3,4,3,4,5,0,0
1583,87267,Female,Loyal Customer,41,Business travel,Business,2347,5,5,5,5,5,4,5,5,5,5,5,3,5,3,0,0
1584,29010,Male,disloyal Customer,37,Business travel,Business,272,3,3,3,1,4,3,4,4,3,2,2,2,2,4,0,0
1585,107641,Male,Loyal Customer,53,Business travel,Business,405,2,2,5,2,3,4,5,5,5,5,5,4,5,5,32,30
1586,93678,Male,Loyal Customer,26,Personal Travel,Eco,655,1,1,1,3,4,1,1,4,2,5,4,4,3,4,0,0
1587,26212,Female,Loyal Customer,38,Business travel,Business,181,1,1,1,1,5,1,1,4,4,4,5,4,4,4,0,0
1588,9092,Male,Loyal Customer,42,Business travel,Business,3672,1,1,1,1,3,5,5,4,4,4,4,4,4,3,0,0
1589,41924,Female,Loyal Customer,58,Business travel,Eco,129,5,3,3,3,3,5,5,5,5,5,5,3,5,5,3,
1590,94129,Female,Loyal Customer,42,Business travel,Business,3998,3,3,3,3,4,4,4,5,5,5,5,5,5,3,32,34
1591,106650,Female,disloyal Customer,25,Business travel,Eco Plus,861,2,2,2,4,3,2,4,3,1,3,4,4,3,3,0,0
1592,111617,Female,Loyal Customer,42,Business travel,Eco,1014,3,3,3,3,3,2,1,3,3,3,3,4,3,4,43,24
1593,19025,Female,Loyal Customer,20,Personal Travel,Eco,788,1,4,1,3,2,1,2,2,2,5,3,1,4,2,0,0
1594,32299,Female,Loyal Customer,45,Business travel,Business,2427,1,1,5,1,5,2,1,4,4,5,5,3,4,4,14,14
1595,1178,Female,Loyal Customer,19,Personal Travel,Eco,482,4,2,4,4,5,4,5,5,1,3,3,4,3,5,8,6
1596,55267,Male,disloyal Customer,24,Business travel,Eco,709,3,3,3,4,4,3,4,4,5,3,2,5,1,4,0,0
1597,88983,Female,Loyal Customer,61,Personal Travel,Eco,1340,1,5,1,1,5,4,4,2,2,1,2,3,2,3,104,79
1598,89605,Female,Loyal Customer,39,Business travel,Business,3863,1,2,1,1,3,4,5,4,4,4,4,3,4,5,0,0
1599,95439,Male,Loyal Customer,49,Business travel,Business,562,5,5,5,5,2,5,5,5,5,4,5,3,5,4,0,0
1600,12448,Female,Loyal Customer,37,Personal Travel,Eco,190,4,4,4,4,4,1,1,4,3,4,4,1,5,1,258,247
1601,26858,Female,disloyal Customer,21,Business travel,Eco,224,3,3,3,3,2,3,2,2,3,4,2,4,1,2,0,20
1602,86312,Female,disloyal Customer,27,Business travel,Eco Plus,356,2,2,2,4,5,2,5,5,4,2,3,3,4,5,0,0
1603,126217,Female,disloyal Customer,33,Business travel,Eco,328,3,2,3,3,2,3,2,2,1,5,3,3,4,2,6,6
1604,124793,Male,Loyal Customer,63,Business travel,Eco,280,2,5,5,5,3,2,3,3,2,4,3,1,4,3,0,0
1605,79,Female,Loyal Customer,70,Personal Travel,Eco,108,5,4,0,3,4,4,4,3,3,0,3,5,3,5,50,41
1606,120831,Male,disloyal Customer,27,Business travel,Business,920,1,1,1,3,4,1,1,4,5,3,5,5,4,4,0,10
1607,57679,Female,Loyal Customer,43,Business travel,Business,3537,3,3,1,3,2,5,4,3,3,4,3,5,3,3,33,8
1608,89648,Male,disloyal Customer,19,Business travel,Eco,1096,3,3,3,3,3,4,4,2,1,3,4,4,2,4,132,102
1609,114588,Male,Loyal Customer,62,Business travel,Business,2349,3,2,2,2,2,4,4,3,3,3,3,4,3,1,2,0
1610,123966,Male,Loyal Customer,58,Business travel,Business,2002,3,3,3,3,2,4,5,4,4,4,4,3,4,5,0,0
1611,121670,Female,Loyal Customer,30,Business travel,Business,511,3,1,1,1,3,3,3,3,1,3,3,2,3,3,28,32
1612,46690,Male,Loyal Customer,28,Personal Travel,Eco,73,2,2,2,4,3,2,3,3,4,3,4,2,3,3,0,0
1613,1480,Female,Loyal Customer,42,Business travel,Business,737,4,2,3,2,2,4,4,4,4,3,4,1,4,2,0,3
1614,77238,Female,Loyal Customer,23,Business travel,Business,1590,2,1,5,5,2,2,2,2,3,3,3,4,3,2,0,0
1615,64787,Male,disloyal Customer,25,Business travel,Eco,190,1,2,0,4,5,0,5,5,2,4,3,1,3,5,0,0
1616,117807,Male,Loyal Customer,35,Business travel,Business,2506,5,5,4,5,2,5,5,5,5,5,5,3,5,5,0,0
1617,40745,Male,Loyal Customer,43,Business travel,Business,2554,3,3,3,3,3,3,4,4,4,4,4,1,4,2,7,0
1618,66529,Female,Loyal Customer,45,Personal Travel,Business,733,3,3,2,3,1,4,4,4,4,2,4,4,4,1,30,14
1619,113901,Male,Loyal Customer,35,Business travel,Business,2295,2,5,5,5,4,2,2,2,2,2,2,1,2,2,24,15
1620,84032,Female,Loyal Customer,48,Personal Travel,Eco Plus,321,3,3,4,1,4,5,1,3,3,4,3,3,3,2,0,2
1621,106587,Female,Loyal Customer,8,Personal Travel,Eco,333,4,5,4,2,1,4,1,1,5,2,5,4,4,1,0,0
1622,7191,Female,Loyal Customer,30,Business travel,Eco,135,4,1,1,1,4,4,4,4,1,1,1,2,1,4,0,0
1623,114205,Female,disloyal Customer,28,Business travel,Business,846,2,2,2,1,2,2,2,2,4,4,5,4,5,2,35,40
1624,89049,Female,Loyal Customer,43,Business travel,Business,2139,4,4,4,4,2,5,5,4,4,4,4,3,4,4,0,0
1625,69747,Male,Loyal Customer,37,Business travel,Business,1610,2,5,5,5,2,3,4,2,2,2,2,3,2,4,0,0
1626,102108,Female,disloyal Customer,61,Business travel,Business,258,3,3,3,1,4,3,4,4,3,3,5,4,5,4,48,41
1627,126152,Male,disloyal Customer,45,Business travel,Eco,468,1,3,1,4,1,1,1,1,3,3,3,4,4,1,0,8
1628,47774,Male,Loyal Customer,64,Business travel,Eco,834,5,5,5,5,5,5,5,5,2,1,5,3,5,5,0,21
1629,121603,Male,Loyal Customer,18,Personal Travel,Eco,936,3,5,3,3,5,3,5,5,3,3,5,4,4,5,0,0
1630,9293,Male,Loyal Customer,27,Personal Travel,Eco,1201,4,5,4,4,4,4,2,4,2,1,4,4,1,4,15,32
1631,41133,Male,disloyal Customer,37,Business travel,Business,216,4,4,4,3,2,4,2,2,1,3,4,1,3,2,90,76
1632,73420,Male,Loyal Customer,38,Business travel,Business,797,1,4,4,4,1,4,4,1,1,1,1,4,1,1,0,0
1633,80170,Male,Loyal Customer,22,Business travel,Business,2475,1,2,3,2,1,1,1,1,4,4,3,4,4,1,0,0
1634,52243,Female,disloyal Customer,39,Business travel,Business,370,1,1,1,3,1,1,1,1,1,2,3,1,3,1,61,67
1635,9689,Male,Loyal Customer,45,Business travel,Business,3166,1,1,1,1,2,5,1,5,5,5,5,2,5,3,40,68
1636,29988,Male,Loyal Customer,43,Business travel,Eco,399,4,5,5,5,4,4,4,4,1,3,3,3,4,4,0,0
1637,59150,Female,Loyal Customer,54,Business travel,Business,1846,1,1,3,1,5,4,4,4,4,4,4,4,4,4,0,0
1638,106249,Female,Loyal Customer,55,Personal Travel,Eco,1167,1,4,1,1,5,4,5,4,4,1,4,3,4,4,58,39
1639,14402,Female,Loyal Customer,10,Personal Travel,Eco,789,1,4,1,4,1,1,1,1,4,2,5,4,4,1,0,0
1640,57616,Female,Loyal Customer,49,Business travel,Business,2241,4,4,4,4,2,5,4,4,4,4,5,3,4,4,0,0
1641,102247,Female,Loyal Customer,41,Business travel,Eco,407,2,3,3,3,3,2,3,3,3,5,3,4,3,3,18,21
1642,108683,Female,Loyal Customer,31,Business travel,Business,577,4,4,4,4,4,4,4,4,3,3,4,3,5,4,0,0
1643,30154,Male,Loyal Customer,70,Personal Travel,Eco,204,1,3,0,2,4,0,3,4,2,2,2,2,2,4,44,48
1644,18742,Female,Loyal Customer,42,Business travel,Business,2113,2,2,2,2,1,5,2,5,5,5,5,4,5,5,11,0
1645,23525,Female,Loyal Customer,38,Business travel,Eco Plus,303,4,1,1,1,4,4,4,4,5,5,5,4,4,4,26,39
1646,54569,Female,disloyal Customer,26,Business travel,Eco Plus,925,3,3,3,3,1,3,1,1,3,2,4,1,4,1,1,4
1647,124716,Female,Loyal Customer,49,Personal Travel,Eco,399,2,3,2,2,3,4,3,4,4,2,4,1,4,3,0,0
1648,75828,Male,Loyal Customer,52,Business travel,Business,1440,5,5,5,5,5,5,4,4,4,4,4,5,4,5,0,0
1649,100561,Female,Loyal Customer,58,Business travel,Business,2091,4,4,4,4,3,5,5,5,5,5,5,4,5,4,0,0
1650,108934,Male,Loyal Customer,33,Personal Travel,Eco,1183,2,5,1,3,4,1,4,4,4,4,3,4,4,4,0,0
1651,118859,Female,Loyal Customer,36,Personal Travel,Eco Plus,646,1,1,1,3,1,3,3,1,1,3,4,3,3,3,155,138
1652,37796,Female,disloyal Customer,39,Business travel,Eco Plus,628,2,2,2,3,4,2,4,4,2,2,3,2,3,4,109,100
1653,107537,Female,Loyal Customer,49,Business travel,Business,1521,5,5,5,5,4,4,4,4,5,5,4,4,5,4,202,207
1654,107665,Male,Loyal Customer,43,Business travel,Business,251,4,4,5,4,4,5,5,4,4,4,4,4,4,3,8,0
1655,63689,Female,Loyal Customer,39,Business travel,Business,1696,1,4,4,4,1,1,1,2,1,3,3,1,1,1,951,940
1656,121840,Male,Loyal Customer,51,Business travel,Eco,366,1,2,2,2,1,1,1,1,4,3,3,3,3,1,8,3
1657,6399,Male,Loyal Customer,43,Personal Travel,Eco,296,2,5,5,4,4,5,4,4,5,5,4,5,5,4,0,0
1658,26465,Male,Loyal Customer,42,Personal Travel,Eco,925,2,3,2,3,5,2,5,5,3,3,3,1,4,5,0,8
1659,69855,Male,Loyal Customer,33,Personal Travel,Eco,1055,1,4,1,4,2,1,1,2,5,3,4,5,4,2,0,0
1660,117113,Female,disloyal Customer,16,Business travel,Eco,304,0,0,0,3,3,0,3,3,4,1,5,2,1,3,3,0
1661,60127,Male,Loyal Customer,40,Business travel,Eco,1050,2,5,5,5,2,3,2,2,4,4,4,4,4,2,0,0
1662,87232,Female,disloyal Customer,25,Business travel,Business,946,2,0,2,1,4,2,4,4,5,5,4,4,5,4,0,0
1663,15965,Male,Loyal Customer,23,Personal Travel,Eco,473,1,3,1,3,4,1,4,4,5,5,4,5,4,4,0,0
1664,16941,Female,disloyal Customer,37,Business travel,Eco,420,4,0,4,5,4,4,4,4,2,4,3,2,4,4,3,0
1665,43733,Female,Loyal Customer,67,Personal Travel,Eco Plus,257,3,2,3,3,4,3,3,4,4,3,4,2,4,2,0,0
1666,23499,Female,Loyal Customer,46,Business travel,Eco,303,4,2,2,2,2,1,1,3,3,4,3,2,3,1,26,21
1667,123327,Female,Loyal Customer,60,Business travel,Eco Plus,107,1,5,5,5,1,4,3,1,1,1,1,4,1,2,0,0
1668,81544,Male,Loyal Customer,65,Personal Travel,Eco,1124,2,1,2,3,3,2,3,3,2,4,3,2,3,3,0,0
1669,39344,Female,Loyal Customer,11,Personal Travel,Eco Plus,774,2,5,2,1,4,2,4,4,4,5,5,3,5,4,0,0
1670,105561,Male,Loyal Customer,47,Business travel,Business,1528,1,1,5,1,3,5,5,5,5,5,5,3,5,4,20,20
1671,110434,Male,Loyal Customer,24,Personal Travel,Eco,925,5,5,5,5,5,5,5,5,1,3,5,5,3,5,0,0
1672,117449,Female,Loyal Customer,51,Business travel,Business,1107,1,3,3,3,2,3,3,1,1,1,1,4,1,4,2,6
1673,69563,Male,Loyal Customer,62,Business travel,Eco,2586,3,2,2,2,3,3,3,4,2,3,4,3,2,3,15,38
1674,120496,Male,disloyal Customer,32,Business travel,Eco Plus,449,3,3,3,4,4,3,4,4,3,5,3,3,4,4,0,4
1675,2229,Female,Loyal Customer,32,Personal Travel,Eco,859,5,4,5,3,3,5,3,3,4,4,4,5,4,3,17,7
1676,81268,Male,disloyal Customer,23,Business travel,Business,1020,4,5,4,1,4,4,4,4,3,4,5,3,5,4,0,0
1677,124508,Male,Loyal Customer,60,Personal Travel,Eco,930,2,4,2,3,3,2,3,3,1,1,3,4,4,3,0,0
1678,67335,Male,Loyal Customer,31,Business travel,Business,1471,2,2,2,2,5,5,5,5,4,2,4,3,5,5,0,0
1679,128390,Female,Loyal Customer,38,Business travel,Business,2492,2,3,3,3,3,4,3,2,2,2,2,3,2,1,43,29
1680,10870,Female,Loyal Customer,31,Business travel,Eco,191,2,5,5,5,2,2,2,2,4,5,4,1,3,2,24,22
1681,3714,Female,Loyal Customer,8,Personal Travel,Eco,431,3,2,3,3,3,3,3,3,1,2,4,1,4,3,0,83
1682,71341,Male,Loyal Customer,58,Personal Travel,Eco,1514,1,3,1,4,5,1,5,5,4,2,4,3,3,5,4,31
1683,12702,Male,Loyal Customer,47,Business travel,Business,3077,4,4,4,4,3,5,1,4,4,4,4,2,4,1,23,40
1684,40014,Female,Loyal Customer,50,Business travel,Business,575,5,5,5,5,4,2,1,2,2,2,2,5,2,4,0,0
1685,39132,Female,Loyal Customer,39,Business travel,Business,3700,4,4,4,4,2,2,1,5,5,5,5,4,5,5,0,0
1686,67705,Male,Loyal Customer,58,Business travel,Business,1944,3,2,2,2,4,4,3,3,3,3,3,4,3,1,28,34
1687,56358,Male,Loyal Customer,37,Personal Travel,Eco,200,2,4,0,4,4,0,4,4,1,2,5,1,5,4,60,59
1688,127955,Male,Loyal Customer,25,Business travel,Eco,1999,3,5,5,5,3,3,3,3,3,1,4,3,4,3,2,21
1689,96548,Male,Loyal Customer,80,Business travel,Business,1990,2,2,2,2,5,4,5,5,5,5,5,4,5,5,9,0
1690,25485,Female,disloyal Customer,26,Business travel,Eco,547,4,3,4,2,4,4,4,4,5,5,2,4,3,4,0,0
1691,59656,Female,Loyal Customer,34,Personal Travel,Eco,965,4,4,5,3,5,5,5,5,4,3,4,4,5,5,0,0
1692,53783,Male,Loyal Customer,70,Business travel,Business,140,1,3,3,3,2,2,2,4,4,4,1,1,4,3,0,0
1693,87694,Male,Loyal Customer,65,Personal Travel,Eco,591,2,5,2,2,4,2,4,4,3,4,4,3,4,4,71,69
1694,6071,Female,Loyal Customer,30,Personal Travel,Eco,1236,3,5,3,4,3,3,3,3,4,3,5,4,4,3,0,0
1695,109152,Male,Loyal Customer,46,Business travel,Business,655,2,2,2,2,5,4,4,4,4,4,4,5,4,5,0,0
1696,17732,Female,Loyal Customer,37,Business travel,Eco,383,5,3,3,3,5,5,5,5,2,5,4,3,1,5,0,0
1697,58820,Female,Loyal Customer,50,Personal Travel,Eco,1182,1,3,1,4,2,3,4,3,3,1,3,3,3,2,68,82
1698,20883,Female,disloyal Customer,26,Business travel,Eco Plus,508,5,5,5,5,4,5,4,4,1,1,4,1,1,4,9,0
1699,92487,Female,Loyal Customer,40,Business travel,Business,2092,3,1,2,1,1,3,3,3,3,3,3,3,3,2,2,0
1700,49979,Male,Loyal Customer,34,Business travel,Business,304,1,5,5,5,3,2,2,1,1,1,1,4,1,4,0,0
1701,79922,Female,disloyal Customer,26,Business travel,Eco,1096,3,3,3,3,4,3,4,4,2,2,3,3,4,4,0,0
1702,129096,Male,disloyal Customer,19,Business travel,Eco,1304,3,3,3,4,3,2,1,2,4,4,4,1,1,1,0,18
1703,28065,Female,disloyal Customer,20,Business travel,Eco,1372,3,3,3,5,3,3,3,1,3,3,3,3,4,3,3,72
1704,106832,Female,disloyal Customer,27,Business travel,Business,1733,1,1,1,4,2,1,2,2,2,4,4,2,3,2,0,0
1705,14774,Female,Loyal Customer,19,Business travel,Business,2596,4,4,4,4,4,4,4,4,1,4,2,2,5,4,0,4
1706,11062,Male,Loyal Customer,20,Personal Travel,Eco,216,4,2,4,4,3,4,4,3,2,3,4,1,4,3,0,0
1707,56334,Female,Loyal Customer,51,Business travel,Business,3442,2,2,2,2,4,4,5,5,5,5,4,4,5,5,4,0
1708,108541,Male,Loyal Customer,34,Business travel,Business,511,2,2,2,2,2,4,4,5,5,5,5,4,5,4,12,11
1709,55971,Female,Loyal Customer,24,Personal Travel,Eco,1620,4,4,4,1,1,4,1,1,5,5,5,5,4,1,0,0
1710,73607,Male,disloyal Customer,21,Business travel,Eco,204,5,0,5,1,4,5,4,4,5,4,5,4,4,4,0,0
1711,37255,Male,disloyal Customer,28,Business travel,Eco,828,3,3,3,2,4,3,4,4,1,5,3,1,4,4,19,19
1712,121300,Female,Loyal Customer,59,Business travel,Business,2877,4,4,4,4,4,4,5,4,4,4,4,3,4,4,44,35
1713,128586,Male,Loyal Customer,30,Business travel,Business,2552,4,2,2,2,4,4,4,4,2,4,2,4,1,4,0,0
1714,119627,Male,Loyal Customer,35,Personal Travel,Eco,1927,2,4,1,4,1,5,5,4,3,4,5,5,4,5,190,181
1715,84558,Male,Loyal Customer,54,Personal Travel,Eco,2399,5,3,5,4,3,5,3,3,3,2,4,2,3,3,0,0
1716,38708,Male,disloyal Customer,27,Business travel,Eco,2583,3,3,3,3,5,3,5,5,2,4,3,2,3,5,43,48
1717,89670,Male,disloyal Customer,26,Business travel,Eco,950,3,3,3,3,2,3,2,2,3,2,4,4,4,2,0,0
1718,48483,Female,disloyal Customer,30,Business travel,Eco,844,3,3,3,4,3,3,3,3,3,3,3,2,4,3,4,0
1719,50705,Male,Loyal Customer,61,Personal Travel,Eco,156,1,4,0,3,2,0,1,2,3,5,4,5,5,2,0,0
1720,60000,Male,Loyal Customer,61,Personal Travel,Eco,937,2,3,2,4,1,2,1,1,4,1,1,2,4,1,0,0
1721,37109,Male,Loyal Customer,35,Business travel,Business,1189,2,2,2,2,2,4,5,5,5,5,5,1,5,5,23,17
1722,51776,Male,Loyal Customer,48,Personal Travel,Eco,370,4,5,2,1,5,2,5,5,3,4,4,5,5,5,89,78
1723,100843,Male,Loyal Customer,50,Personal Travel,Eco,711,3,4,3,2,3,3,3,3,3,4,4,5,5,3,0,9
1724,84133,Female,disloyal Customer,34,Business travel,Eco,782,3,3,3,3,4,3,4,4,1,5,3,2,4,4,0,4
1725,82240,Female,Loyal Customer,68,Personal Travel,Eco,405,2,3,2,4,5,2,1,2,2,2,2,5,2,4,0,0
1726,37252,Female,Loyal Customer,62,Personal Travel,Business,1047,4,5,4,3,3,5,5,5,5,4,3,4,5,4,0,0
1727,48440,Female,Loyal Customer,39,Business travel,Eco,846,4,3,3,3,4,4,4,4,4,5,3,5,3,4,0,17
1728,81630,Female,Loyal Customer,48,Business travel,Business,1854,1,1,1,1,4,4,4,2,2,2,2,3,2,4,14,0
1729,31437,Female,disloyal Customer,54,Business travel,Eco Plus,1007,4,4,4,4,4,4,1,4,4,2,3,1,3,4,0,17
1730,113762,Male,disloyal Customer,28,Personal Travel,Eco,223,1,4,1,3,4,1,4,4,5,2,4,3,5,4,0,0
1731,90247,Female,Loyal Customer,28,Personal Travel,Eco,1121,1,4,1,4,5,1,5,5,5,4,5,3,5,5,0,0
1732,17500,Male,Loyal Customer,19,Business travel,Business,352,2,2,2,2,5,5,5,5,3,3,2,5,5,5,0,0
1733,97127,Female,disloyal Customer,60,Business travel,Eco,1211,1,1,1,4,1,1,1,1,1,2,3,4,4,1,16,14
1734,60284,Male,Loyal Customer,14,Personal Travel,Eco,326,2,4,2,4,2,1,1,3,1,5,4,1,2,1,202,205
1735,103404,Male,Loyal Customer,34,Business travel,Business,237,3,3,3,3,5,3,3,3,3,3,3,3,3,4,19,13
1736,60548,Male,Loyal Customer,42,Business travel,Business,862,1,1,1,1,4,4,5,4,4,4,4,3,4,3,11,13
1737,20442,Female,Loyal Customer,49,Business travel,Eco,177,4,3,3,3,1,4,3,4,4,4,4,4,4,2,7,0
1738,83427,Male,Loyal Customer,37,Personal Travel,Eco,632,1,5,1,2,2,1,2,2,5,3,5,3,4,2,0,8
1739,83897,Male,Loyal Customer,43,Business travel,Business,1450,2,5,5,5,1,2,3,2,2,2,2,2,2,1,34,4
1740,89676,Female,Loyal Customer,18,Business travel,Business,3690,1,3,3,3,1,1,1,1,2,4,3,1,4,1,214,201
1741,129365,Female,Loyal Customer,48,Business travel,Business,2454,3,3,3,3,2,3,4,5,5,5,5,3,5,5,4,0
1742,75274,Female,Loyal Customer,33,Personal Travel,Eco,1723,0,1,0,4,1,0,1,1,4,4,4,2,4,1,0,0
1743,30418,Female,Loyal Customer,20,Personal Travel,Eco Plus,862,1,5,1,5,4,1,1,4,2,1,2,2,3,4,15,27
1744,17695,Male,Loyal Customer,20,Business travel,Business,2041,1,1,1,1,3,3,3,3,5,1,4,5,3,3,0,1
1745,93317,Male,Loyal Customer,42,Business travel,Business,3454,3,4,3,3,4,4,5,5,5,5,5,3,5,3,0,0
1746,78883,Male,Loyal Customer,67,Business travel,Eco Plus,223,1,2,4,2,1,1,1,1,2,1,4,1,4,1,33,49
1747,61502,Male,disloyal Customer,22,Business travel,Eco,753,5,5,5,1,5,5,5,5,2,2,2,1,5,5,0,0
1748,71202,Male,Loyal Customer,45,Business travel,Business,1700,3,3,3,3,2,4,5,4,4,4,4,3,4,3,0,0
1749,53579,Female,Loyal Customer,48,Personal Travel,Eco,1195,2,5,2,3,4,4,5,2,2,2,2,5,2,4,9,1
1750,27173,Male,Loyal Customer,7,Personal Travel,Eco,2677,2,2,3,3,3,1,1,1,3,3,3,1,1,1,0,0
1751,117933,Male,Loyal Customer,54,Business travel,Business,255,1,1,4,1,4,5,5,4,4,4,4,5,4,5,0,0
1752,27549,Female,Loyal Customer,25,Personal Travel,Eco,679,2,3,2,4,1,2,1,1,3,5,4,2,2,1,33,21
1753,93552,Female,Loyal Customer,43,Business travel,Business,719,3,3,3,3,4,5,5,4,4,4,4,3,4,4,0,1
1754,5859,Male,Loyal Customer,40,Personal Travel,Eco,1020,1,0,1,4,5,1,4,5,3,5,4,2,2,5,0,3
1755,83497,Male,Loyal Customer,46,Business travel,Eco,546,4,2,2,2,4,4,4,5,2,2,2,4,5,4,266,262
1756,91934,Female,Loyal Customer,50,Business travel,Business,2475,2,2,2,2,5,3,3,2,2,2,2,3,2,2,1,0
1757,31894,Female,Loyal Customer,33,Personal Travel,Eco,2762,1,0,1,1,2,1,2,2,2,5,4,2,5,2,0,0
1758,4745,Female,Loyal Customer,38,Personal Travel,Eco,888,3,2,3,3,1,3,1,1,3,1,4,1,3,1,0,0
1759,96344,Female,Loyal Customer,40,Business travel,Business,1609,1,4,4,4,1,3,3,1,1,1,1,2,1,3,1,21
1760,118568,Female,Loyal Customer,70,Business travel,Eco,370,2,3,3,3,4,2,2,2,2,2,2,2,2,4,14,20
1761,1047,Female,disloyal Customer,45,Business travel,Eco,229,2,0,2,2,5,2,5,5,5,1,5,4,2,5,0,0
1762,88528,Male,Loyal Customer,52,Personal Travel,Eco,404,2,5,2,2,4,2,4,4,1,2,2,5,3,4,0,0
1763,64317,Female,disloyal Customer,57,Business travel,Business,1192,3,3,3,1,4,3,4,4,4,2,5,5,4,4,0,7
1764,104260,Male,Loyal Customer,48,Business travel,Business,456,1,1,1,1,3,5,5,4,4,4,4,5,4,3,27,11
1765,69379,Female,disloyal Customer,49,Business travel,Business,1089,3,3,3,3,5,3,5,5,3,5,5,5,4,5,0,0
1766,6980,Male,Loyal Customer,38,Business travel,Business,2399,3,3,3,3,3,5,5,5,5,5,5,5,5,5,28,25
1767,43299,Male,Loyal Customer,44,Business travel,Eco,387,5,3,2,3,4,5,4,4,2,3,5,5,1,4,0,0
1768,13418,Male,Loyal Customer,22,Business travel,Business,2031,1,2,1,1,5,5,5,5,1,4,1,2,1,5,1,16
1769,94829,Male,Loyal Customer,46,Business travel,Business,341,5,5,5,5,2,5,5,4,4,4,4,4,4,5,0,0
1770,36241,Male,Loyal Customer,41,Business travel,Business,612,4,4,4,4,2,4,4,4,4,4,4,4,4,5,0,0
1771,42745,Male,Loyal Customer,38,Personal Travel,Eco Plus,536,2,4,2,5,4,2,1,4,4,5,5,3,5,4,47,29
